day,found_item,cloud_cover,collection,id,assets,bbox,platform
2017-03-22,True,16.666454,sentinel-2-l2a,S2A_MSIL2A_20170321T171251_R112_T14SQE_20210209T003004,"{'B02': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/03/21/S2A_MSIL2A_20170321T171251_N0212_R112_T14SQE_20210209T003004.SAFE/GRANULE/L2A_T14SQE_A009118_20170321T171601/IMG_DATA/R10m/T14SQE_20170321T171251_B02_10m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'B03': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/03/21/S2A_MSIL2A_20170321T171251_N0212_R112_T14SQE_20210209T003004.SAFE/GRANULE/L2A_T14SQE_A009118_20170321T171601/IMG_DATA/R10m/T14SQE_20170321T171251_B03_10m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'B04': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/03/21/S2A_MSIL2A_20170321T171251_N0212_R112_T14SQE_20210209T003004.SAFE/GRANULE/L2A_T14SQE_A009118_20170321T171601/IMG_DATA/R10m/T14SQE_20170321T171251_B04_10m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'B08': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/03/21/S2A_MSIL2A_20170321T171251_N0212_R112_T14SQE_20210209T003004.SAFE/GRANULE/L2A_T14SQE_A009118_20170321T171601/IMG_DATA/R10m/T14SQE_20170321T171251_B08_10m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'SCL': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/03/21/S2A_MSIL2A_20170321T171251_N0212_R112_T14SQE_20210209T003004.SAFE/GRANULE/L2A_T14SQE_A009118_20170321T171601/IMG_DATA/R20m/T14SQE_20170321T171251_SCL_20m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'B11': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/03/21/S2A_MSIL2A_20170321T171251_N0212_R112_T14SQE_20210209T003004.SAFE/GRANULE/L2A_T14SQE_A009118_20170321T171601/IMG_DATA/R20m/T14SQE_20170321T171251_B11_20m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'B12': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/03/21/S2A_MSIL2A_20170321T171251_N0212_R112_T14SQE_20210209T003004.SAFE/GRANULE/L2A_T14SQE_A009118_20170321T171601/IMG_DATA/R20m/T14SQE_20170321T171251_B12_20m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'AOT': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/03/21/S2A_MSIL2A_20170321T171251_N0212_R112_T14SQE_20210209T003004.SAFE/GRANULE/L2A_T14SQE_A009118_20170321T171601/IMG_DATA/R10m/T14SQE_20170321T171251_AOT_10m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D'}","{'type': 'Polygon', 'coordinates': [[[-95.57411181, 35.75430141], [-95.61452558, 35.62921761], [-95.6618064, 35.48224274], [-95.7089656, 35.33525439], [-95.75593551, 35.18817388], [-95.78043464, 35.1113459], [-96.80526872, 35.1350099], [-96.77804771, 36.12428426], [-95.55958126, 36.09546699], [-95.57411181, 35.75430141], [-95.57411181, 35.75430141]]]}",Sentinel-2A
2017-03-29,False,,,,,,
2017-04-05,False,,,,,,
2017-04-12,True,34.014165,sentinel-2-l2a,S2A_MSIL2A_20170410T171301_R112_T14SQE_20210209T063211,"{'B02': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/04/10/S2A_MSIL2A_20170410T171301_N0212_R112_T14SQE_20210209T063211.SAFE/GRANULE/L2A_T14SQE_A009404_20170410T172128/IMG_DATA/R10m/T14SQE_20170410T171301_B02_10m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'B03': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/04/10/S2A_MSIL2A_20170410T171301_N0212_R112_T14SQE_20210209T063211.SAFE/GRANULE/L2A_T14SQE_A009404_20170410T172128/IMG_DATA/R10m/T14SQE_20170410T171301_B03_10m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'B04': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/04/10/S2A_MSIL2A_20170410T171301_N0212_R112_T14SQE_20210209T063211.SAFE/GRANULE/L2A_T14SQE_A009404_20170410T172128/IMG_DATA/R10m/T14SQE_20170410T171301_B04_10m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'B08': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/04/10/S2A_MSIL2A_20170410T171301_N0212_R112_T14SQE_20210209T063211.SAFE/GRANULE/L2A_T14SQE_A009404_20170410T172128/IMG_DATA/R10m/T14SQE_20170410T171301_B08_10m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'SCL': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/04/10/S2A_MSIL2A_20170410T171301_N0212_R112_T14SQE_20210209T063211.SAFE/GRANULE/L2A_T14SQE_A009404_20170410T172128/IMG_DATA/R20m/T14SQE_20170410T171301_SCL_20m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'B11': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/04/10/S2A_MSIL2A_20170410T171301_N0212_R112_T14SQE_20210209T063211.SAFE/GRANULE/L2A_T14SQE_A009404_20170410T172128/IMG_DATA/R20m/T14SQE_20170410T171301_B11_20m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'B12': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/04/10/S2A_MSIL2A_20170410T171301_N0212_R112_T14SQE_20210209T063211.SAFE/GRANULE/L2A_T14SQE_A009404_20170410T172128/IMG_DATA/R20m/T14SQE_20170410T171301_B12_20m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'AOT': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/QE/2017/04/10/S2A_MSIL2A_20170410T171301_N0212_R112_T14SQE_20210209T063211.SAFE/GRANULE/L2A_T14SQE_A009404_20170410T172128/IMG_DATA/R10m/T14SQE_20170410T171301_AOT_10m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D'}","{'type': 'Polygon', 'coordinates': [[[-95.57189132, 35.80643657], [-95.58893477, 35.75380577], [-95.63626883, 35.60687531], [-95.68324826, 35.45998529], [-95.73005068, 35.31317347], [-95.77675864, 35.16636875], [-95.79409598, 35.11166135], [-96.80526872, 35.1350099], [-96.77804771, 36.12428426], [-95.55958126, 36.09546699], [-95.57189132, 35.80643657], [-95.57189132, 35.80643657]]]}",Sentinel-2A
2017-04-19,False,,,,,,
2017-04-26,False,,,,,,
2017-05-03,False,,,,,,
2017-05-10,False,,,,,,
2017-05-17,False,,,,,,
2017-05-24,False,,,,,,
2017-05-31,False,,,,,,
2017-06-07,False,,,,,,
2017-06-14,False,,,,,,
2017-06-21,False,,,,,,
2017-06-28,False,,,,,,
2017-07-05,False,,,,,,
2017-07-12,False,,,,,,
2017-07-19,False,,,,,,
2017-07-26,False,,,,,,
2017-08-02,False,,,,,,
2017-08-09,True,29.864422,sentinel-2-l2a,S2A_MSIL2A_20170808T170851_R112_T14SPE_20210210T213248,"{'B02': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2017/08/08/S2A_MSIL2A_20170808T170851_N0212_R112_T14SPE_20210210T213248.SAFE/GRANULE/L2A_T14SPE_A011120_20170808T172256/IMG_DATA/R10m/T14SPE_20170808T170851_B02_10m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'B03': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2017/08/08/S2A_MSIL2A_20170808T170851_N0212_R112_T14SPE_20210210T213248.SAFE/GRANULE/L2A_T14SPE_A011120_20170808T172256/IMG_DATA/R10m/T14SPE_20170808T170851_B03_10m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'B04': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2017/08/08/S2A_MSIL2A_20170808T170851_N0212_R112_T14SPE_20210210T213248.SAFE/GRANULE/L2A_T14SPE_A011120_20170808T172256/IMG_DATA/R10m/T14SPE_20170808T170851_B04_10m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'B08': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2017/08/08/S2A_MSIL2A_20170808T170851_N0212_R112_T14SPE_20210210T213248.SAFE/GRANULE/L2A_T14SPE_A011120_20170808T172256/IMG_DATA/R10m/T14SPE_20170808T170851_B08_10m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'SCL': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2017/08/08/S2A_MSIL2A_20170808T170851_N0212_R112_T14SPE_20210210T213248.SAFE/GRANULE/L2A_T14SPE_A011120_20170808T172256/IMG_DATA/R20m/T14SPE_20170808T170851_SCL_20m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'B11': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2017/08/08/S2A_MSIL2A_20170808T170851_N0212_R112_T14SPE_20210210T213248.SAFE/GRANULE/L2A_T14SPE_A011120_20170808T172256/IMG_DATA/R20m/T14SPE_20170808T170851_B11_20m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'B12': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2017/08/08/S2A_MSIL2A_20170808T170851_N0212_R112_T14SPE_20210210T213248.SAFE/GRANULE/L2A_T14SPE_A011120_20170808T172256/IMG_DATA/R20m/T14SPE_20170808T170851_B12_20m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D', 'AOT': 'https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/14/S/PE/2017/08/08/S2A_MSIL2A_20170808T170851_N0212_R112_T14SPE_20210210T213248.SAFE/GRANULE/L2A_T14SPE_A011120_20170808T172256/IMG_DATA/R10m/T14SPE_20170808T170851_AOT_10m.tif?st=2025-08-07T01%3A26%3A07Z&se=2025-08-08T02%3A11%3A07Z&sp=rl&sv=2024-05-04&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-08-07T19%3A26%3A55Z&ske=2025-08-14T19%3A26%3A55Z&sks=b&skv=2024-05-04&sig=RDK2xUa1nUdTp/HnXZpD2Fy7h0v%2BQ8d6zlF88Ek1GFo%3D'}","{'type': 'Polygon', 'coordinates': [[[-97.88851942, 36.13974073], [-96.66878536, 36.12220673], [-96.6973421, 35.13300633], [-97.90214616, 35.14991604], [-97.88851942, 36.13974073]]]}",Sentinel-2A
2017-08-16,False,,,,,,
2017-08-23,False,,,,,,
2017-08-30,False,,,,,,
2017-09-06,False,,,,,,
2017-09-13,False,,,,,,
2017-09-20,False,,,,,,
2017-09-27,False,,,,,,
